TRAB_RENDA_BRUTA,TRAB_AREA,TRAB_OCUPACAO,CAMPUS,CURSO,ANO_CONCLUSAO,Sheet,MODALIDADE,NOME_DATAFRAME
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,João Câmara,Técnico em Cooperativismo,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Zootecnia,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Petróleo e Gás,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Manutenção e Suporte em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Segurança do Trabalho,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Alimentos,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Apicultura,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Meio Ambiente,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Agricultura,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Licenciatura em Química,2017,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Manutenção e Suporte em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Alimentos,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Macau,Técnico em Química,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Zootecnia,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Agroecologia,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Informática,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Pau dos Ferros,Licenciatura em Química,2015,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
,,(3) Continuam estudando,Educação à Distância (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania",2017,PAE2018-2019_selected_data_renamed.xlsx,Aperfeiçoamento,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Guia de Turismo,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Licenciatura em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
,,(3) Continuam estudando,Caicó,Técnico em Vestuário,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Guia de Turismo,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Canguaretama,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Eventos,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Santa Cruz,Técnico em Refrigeração e Climatização,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Guia de Turismo,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Química,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Zona Norte,Técnico em Manutenção e Suporte em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Zona Norte,Técnico em Manutenção e Suporte em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,São Paulo do Potengi,Técnico em Meio Ambiente,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Petróleo e Gás,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Estradas,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Educação à Distância (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2014,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Guia de Turismo,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ceará-Mirim,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Química,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,João Câmara,Técnico em Eletrotécnica,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Zona Norte,Técnico em Manutenção e Suporte em Informática,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Edificações,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ceará-Mirim,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Estradas,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Agroecologia,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,João Câmara,Técnico em Eletrotécnica,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Canguaretama,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Zona Norte,Técnico em Comércio,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,São Gonçalo do Amarante,Técnico em Redes de Computadores,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Informática,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,João Câmara,Técnico em Administração,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Manutenção e Suporte em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Informática para Internet,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Multimídia,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Eletrotécnica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Parnamirim,Técnico em Mecatrônica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Petróleo e Gás,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Mecânica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Eletrotécnica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Eletrotécnica,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Zona Norte,Técnico em Informática para Internet,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Mecânica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Zootecnia,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Mecânica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Macau,Técnico em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,João Câmara,Técnico em Informática,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Macau,Técnico em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Petróleo e Gás,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Santa Cruz,Técnico em Mecânica,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Caicó,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Caicó,Técnico em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Caicó,Técnico em Informática,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,São Gonçalo do Amarante,Técnico em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Santa Cruz,Técnico em Refrigeração e Climatização,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Parelhas,Técnico em Mineração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Ipanguaçu,Técnico em Informática,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Mossoró,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Macau,Técnico em Recursos Pesqueiros,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Controle Ambiental,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Apicultura,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Geologia,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
,,(3) Continuam estudando,Natal - Central,Técnico em Mecânica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
